,prediction,Truelabel
1361,1.0,1.0
1362,0.0,0.0
1363,9.0,0.0
1364,7.0,7.0
1365,3.0,3.0
1366,6.0,6.0
1367,5.0,5.0
1368,6.0,6.0
1369,6.0,6.0
1370,0.0,0.0
1371,3.0,3.0
1372,2.0,2.0
1373,6.0,6.0
1374,1.0,1.0
1375,7.0,7.0
1376,7.0,7.0
1377,9.0,9.0
1378,5.0,5.0
1379,4.0,4.0
1380,5.0,5.0
1381,0.0,0.0
1382,1.0,1.0
1383,5.0,5.0
1384,8.0,8.0
1385,2.0,2.0
1386,6.0,6.0
1387,9.0,9.0
1388,7.0,7.0
1389,0.0,0.0
1390,3.0,3.0
1391,1.0,1.0
1392,4.0,4.0
1393,6.0,6.0
1394,7.0,7.0
1395,9.0,9.0
1396,6.0,6.0
1397,2.0,2.0
1398,3.0,3.0
1399,8.0,8.0
1400,6.0,6.0
1401,5.0,5.0
1402,8.0,8.0
1403,7.0,7.0
1404,9.0,9.0
1405,2.0,2.0
1406,3.0,3.0
1407,9.0,9.0
1408,1.0,1.0
1409,1.0,1.0
1410,0.0,0.0
1411,5.0,5.0
1412,0.0,0.0
1413,6.0,6.0
1414,5.0,5.0
1415,2.0,2.0
1416,4.0,3.0
1417,1.0,1.0
1418,5.0,5.0
1419,0.0,0.0
1420,7.0,7.0
1421,8.0,8.0
1422,5.0,5.0
1423,7.0,7.0
1424,9.0,9.0
1425,1.0,1.0
1426,5.0,5.0
1427,5.0,5.0
1428,6.0,6.0
1429,2.0,2.0
1430,3.0,3.0
1431,6.0,2.0
1432,5.0,5.0
1433,4.0,4.0
1434,5.0,5.0
1435,6.0,6.0
1436,8.0,8.0
1437,4.0,4.0
1438,1.0,1.0
1439,0.0,0.0
1440,8.0,8.0
1441,0.0,0.0
1442,0.0,0.0
1443,2.0,2.0
1444,4.0,4.0
1445,6.0,6.0
1446,9.0,9.0
1447,6.0,6.0
1448,8.0,8.0
1449,5.0,5.0
1450,0.0,0.0
1451,2.0,2.0
1452,9.0,9.0
1453,8.0,8.0
1454,4.0,4.0
1455,6.0,6.0
1456,5.0,5.0
1457,3.0,3.0
1458,6.0,6.0
1459,7.0,7.0
1460,4.0,4.0
1461,5.0,5.0
1462,9.0,9.0
1463,5.0,5.0
1464,9.0,9.0
1465,2.0,2.0
1466,0.0,0.0
1467,6.0,6.0
1468,2.0,2.0
1469,8.0,8.0
1470,2.0,2.0
1471,7.0,7.0
1472,1.0,1.0
1473,4.0,4.0
1474,6.0,6.0
1475,5.0,5.0
1476,7.0,7.0
1477,1.0,1.0
1478,1.0,1.0
1479,3.0,3.0
1480,6.0,6.0
1481,4.0,4.0
1482,7.0,7.0
1483,9.0,9.0
1484,4.0,4.0
1485,2.0,2.0
1486,6.0,6.0
1487,9.0,9.0
1488,3.0,3.0
1489,2.0,2.0
1490,4.0,4.0
1491,4.0,4.0
1492,4.0,4.0
1493,5.0,5.0
1494,4.0,4.0
1495,7.0,7.0
1496,8.0,8.0
1497,4.0,4.0
1498,7.0,7.0
1499,5.0,5.0
1500,1.0,1.0
1501,5.0,5.0
1502,5.0,5.0
1503,0.0,0.0
1504,0.0,0.0
1505,2.0,2.0
1506,1.0,1.0
1507,0.0,0.0
1508,5.0,5.0
1509,9.0,9.0
1510,3.0,3.0
1511,6.0,6.0
1512,9.0,9.0
1513,0.0,0.0
1514,6.0,6.0
1515,4.0,4.0
1516,1.0,1.0
1517,4.0,4.0
1518,0.0,0.0
1519,9.0,9.0
1520,4.0,4.0
1521,5.0,5.0
1522,3.0,3.0
1523,3.0,3.0
1524,8.0,8.0
1525,7.0,7.0
1526,2.0,2.0
1527,2.0,2.0
1528,3.0,3.0
1529,0.0,0.0
1530,4.0,4.0
1531,6.0,6.0
1532,9.0,9.0
1533,4.0,4.0
1534,5.0,5.0
1535,1.0,1.0
1536,1.0,1.0
1537,5.0,5.0
1538,3.0,3.0
1539,2.0,2.0
1540,1.0,1.0
1541,1.0,1.0
1542,8.0,8.0
1543,5.0,5.0
1544,1.0,1.0
1545,0.0,0.0
1546,2.0,2.0
1547,6.0,6.0
1548,9.0,9.0
1549,5.0,5.0
1550,1.0,1.0
1551,6.0,6.0
1552,3.0,3.0
1553,9.0,9.0
1554,6.0,6.0
1555,2.0,2.0
1556,5.0,5.0
1557,6.0,6.0
1558,3.0,3.0
1559,5.0,5.0
1560,4.0,4.0
1561,7.0,7.0
1562,6.0,6.0
1563,9.0,9.0
1564,7.0,7.0
1565,1.0,1.0
1566,2.0,2.0
1567,1.0,1.0
1568,4.0,4.0
1569,8.0,8.0
1570,9.0,9.0
1571,0.0,0.0
